concept_id,system,object_name,field_name,category,object_description,field_description,note
inventory_location.id,Workday,CR_DIM_LOCATION,ID,HR,,CR_DIM_LOCATION HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_LOCATION Total,,HR,,CR_DIM_LOCATION Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_DIM_PAYGROUP,ID,HR,,CR_DIM_PAYGROUP HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_PAYGROUP Total,,HR,,CR_DIM_PAYGROUP Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_DIM_PERFORMANCE_TEMPLATE,ID,HR,,CR_DIM_PERFORMANCE_TEMPLATE HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_PERFORMANCE_TEMPLATE Total,,HR,,CR_DIM_PERFORMANCE_TEMPLATE Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
fiscal_period.id,Workday,CR_DIM_PERIOD_SCHEDULE,ID,HR,,CR_DIM_PERIOD_SCHEDULE HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_PERIOD_SCHEDULE Total,,HR,,CR_DIM_PERIOD_SCHEDULE Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
employee.position,Workday,CR_DIM_POSITION,ID,HR,,CR_DIM_POSITION HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_POSITION Total,,HR,,CR_DIM_POSITION Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
requisition.id,Workday,CR_DIM_REQUISITION,ID,HR,,CR_DIM_REQUISITION HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_REQUISITION Total,,HR,,CR_DIM_REQUISITION Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_DIM_RETIREMENT_BENEFIT_ELECTION,ID,HR,,CR_DIM_RETIREMENT_BENEFIT_ELECTION HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_RETIREMENT_BENEFIT_ELECTION Total,,HR,,CR_DIM_RETIREMENT_BENEFIT_ELECTION Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_DIM_SAP_EE,ID,HR,,CR_DIM_SAP_EE HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_SAP_EE Total,,HR,,CR_DIM_SAP_EE Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
company.id,Workday,CR_DIM_SAP_ORG,ID,HR,,CR_DIM_SAP_ORG HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_SAP_ORG Total,,HR,,CR_DIM_SAP_ORG Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_DIM_TO,ID,HR,,CR_DIM_TO HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_TO Total,,HR,,CR_DIM_TO Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_DIM_UNION_MEMBERSHIP,ID,HR,,CR_DIM_UNION_MEMBERSHIP HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_UNION_MEMBERSHIP Total,,HR,,CR_DIM_UNION_MEMBERSHIP Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_DIM_UNION_MEMBERSHIP_HISTORY,ID,HR,,CR_DIM_UNION_MEMBERSHIP_HISTORY HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_UNION_MEMBERSHIP_HISTORY Total,,HR,,CR_DIM_UNION_MEMBERSHIP_HISTORY Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_DIM_UNION_MEMBERSHIP_HISTORY_fh_20250511,ID,HR,,CR_DIM_UNION_MEMBERSHIP_HISTORY_fh_20250511 HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_UNION_MEMBERSHIP_HISTORY_fh_20250511 Total,,HR,,CR_DIM_UNION_MEMBERSHIP_HISTORY_fh_20250511 Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
account.name,Workday,CR_DIM_WD_COMPANY_ORG,ID,HR,,CR_DIM_WD_COMPANY_ORG HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_WD_COMPANY_ORG Total,,HR,,CR_DIM_WD_COMPANY_ORG Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_DIM_WORKDAY_PUBLIC_HOLIDAYS,ID,HR,,CR_DIM_WORKDAY_PUBLIC_HOLIDAYS HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_WORKDAY_PUBLIC_HOLIDAYS Total,,HR,,CR_DIM_WORKDAY_PUBLIC_HOLIDAYS Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
employee.id,Workday,CR_DIM_WORKER_ADDRESSES,ID,HR,,CR_DIM_WORKER_ADDRESSES HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_WORKER_ADDRESSES Total,,HR,,CR_DIM_WORKER_ADDRESSES Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
contract.id,Workday,CR_DIM_WORKER_COLLECTIVE_AGREEMENT_EVENTS,ID,HR,,CR_DIM_WORKER_COLLECTIVE_AGREEMENT_EVENTS HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_WORKER_COLLECTIVE_AGREEMENT_EVENTS Total,,HR,,CR_DIM_WORKER_COLLECTIVE_AGREEMENT_EVENTS Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
employee.id,Workday,CR_DIM_WORKER_IDENTIFIERS,ID,HR,,CR_DIM_WORKER_IDENTIFIERS HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_DIM_WORKER_IDENTIFIERS Total,,HR,,CR_DIM_WORKER_IDENTIFIERS Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_COMPANIES,ID,HR,,CR_FCT_COMPANIES HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_COMPANIES Total,,HR,,CR_FCT_COMPANIES Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_COMPANIES_MDS,ID,HR,,CR_FCT_COMPANIES_MDS HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_COMPANIES_MDS Total,,HR,,CR_FCT_COMPANIES_MDS Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_COMPENSATION,ID,HR,,CR_FCT_COMPENSATION HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_COMPENSATION Total,,HR,,CR_FCT_COMPENSATION Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_COMPENSATION_PROCESSING,ID,HR,,CR_FCT_COMPENSATION_PROCESSING HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_COMPENSATION_PROCESSING Total,,HR,,CR_FCT_COMPENSATION_PROCESSING Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_COMPENSATION_PROCESSING_STG_0000_PECI_STG_DAYFORCE_PILOT,ID,HR,,CR_FCT_COMPENSATION_PROCESSING_STG_0000_PECI_STG_DAYFORCE_PILOT HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_COMPENSATION_PROCESSING_STG_0000_PECI_STG_DAYFORCE_PILOT Total,,HR,,CR_FCT_COMPENSATION_PROCESSING_STG_0000_PECI_STG_DAYFORCE_PILOT Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
contact.id,Workday,CR_FCT_EMPLOYEE,ID,HR,,CR_FCT_EMPLOYEE HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_EMPLOYEE Total,,HR,,CR_FCT_EMPLOYEE Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_EQUIFAX Total,,HR,,CR_FCT_EQUIFAX Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
external_reference.id,Workday,CR_FCT_EXTERNAL_PAYROLL_ELECTIONS,ID,HR,,CR_FCT_EXTERNAL_PAYROLL_ELECTIONS HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_EXTERNAL_PAYROLL_ELECTIONS Total,,HR,,CR_FCT_EXTERNAL_PAYROLL_ELECTIONS Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
external_reference.id,Workday,CR_FCT_EXTERNAL_PAYROLL_ELECTIONS_PROCESSING,ID,HR,,CR_FCT_EXTERNAL_PAYROLL_ELECTIONS_PROCESSING HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_EXTERNAL_PAYROLL_ELECTIONS_PROCESSING Total,,HR,,CR_FCT_EXTERNAL_PAYROLL_ELECTIONS_PROCESSING Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
external_reference.id,Workday,CR_FCT_EXTERNAL_PAYROLL_OTP,ID,HR,,CR_FCT_EXTERNAL_PAYROLL_OTP HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_EXTERNAL_PAYROLL_OTP Total,,HR,,CR_FCT_EXTERNAL_PAYROLL_OTP Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
external_reference.id,Workday,CR_FCT_EXTERNAL_PAYROLL_OTP_fh_20250318,ID,HR,,CR_FCT_EXTERNAL_PAYROLL_OTP_fh_20250318 HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_EXTERNAL_PAYROLL_OTP_fh_20250318 Total,,HR,,CR_FCT_EXTERNAL_PAYROLL_OTP_fh_20250318 Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
external_reference.id,Workday,CR_FCT_EXTERNAL_PAYROLL_OTP_PROCESSING,ID,HR,,CR_FCT_EXTERNAL_PAYROLL_OTP_PROCESSING HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_EXTERNAL_PAYROLL_OTP_PROCESSING Total,,HR,,CR_FCT_EXTERNAL_PAYROLL_OTP_PROCESSING Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
account.id,Workday,CR_FCT_IAM_AD_ACCOUNT,ID,HR,,CR_FCT_IAM_AD_ACCOUNT HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_IAM_AD_ACCOUNT Total,,HR,,CR_FCT_IAM_AD_ACCOUNT Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
account.id,Workday,CR_FCT_IAM_AD_ACCOUNT_CURRENT,ID,HR,,CR_FCT_IAM_AD_ACCOUNT_CURRENT HRDH datahub: bigint,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_IAM_AD_ACCOUNT_CURRENT Total,,HR,,CR_FCT_IAM_AD_ACCOUNT_CURRENT Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
account.id,Workday,CR_FCT_IAM_AD_ACCOUNT_DELTA,ID,HR,,CR_FCT_IAM_AD_ACCOUNT_DELTA HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_IAM_AD_ACCOUNT_DELTA Total,,HR,,CR_FCT_IAM_AD_ACCOUNT_DELTA Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_KPI,ID,HR,,CR_FCT_KPI HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_KPI Total,,HR,,CR_FCT_KPI Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_LOA,ID,HR,,CR_FCT_LOA HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_LOA Total,,HR,,CR_FCT_LOA Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_LOA_PROCESSING,ID,HR,,CR_FCT_LOA_PROCESSING HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_LOA_PROCESSING Total,,HR,,CR_FCT_LOA_PROCESSING Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_PERFORMANCE_TEMPLATE,ID,HR,,CR_FCT_PERFORMANCE_TEMPLATE HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_PERFORMANCE_TEMPLATE Total,,HR,,CR_FCT_PERFORMANCE_TEMPLATE Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_PN_BILLING_EMPLOYEES_DETAILED,ID,HR,,CR_FCT_PN_BILLING_EMPLOYEES_DETAILED HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_PN_BILLING_EMPLOYEES_DETAILED Total,,HR,,CR_FCT_PN_BILLING_EMPLOYEES_DETAILED Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_PN_BILLING_LMS_HEADCOUNT_DETAILED Total,,HR,,CR_FCT_PN_BILLING_LMS_HEADCOUNT_DETAILED Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_PN_BILLING_PERFORMANCE_DETAILED Total,,HR,,CR_FCT_PN_BILLING_PERFORMANCE_DETAILED Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_PN_BILLING_REQUISITIONS_DETAILED Total,,HR,,CR_FCT_PN_BILLING_REQUISITIONS_DETAILED Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_PN_BILLING_SUCCESSION_DETAILED Total,,HR,,CR_FCT_PN_BILLING_SUCCESSION_DETAILED Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
employee.position,Workday,CR_FCT_POSITION_ASSIGNMENT,ID,HR,,CR_FCT_POSITION_ASSIGNMENT HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_POSITION_ASSIGNMENT Total,,HR,,CR_FCT_POSITION_ASSIGNMENT Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
employee.position,Workday,CR_FCT_POSITION_ASSIGNMENT_BAK_INT_CHANGE_20250629,ID,HR,,CR_FCT_POSITION_ASSIGNMENT_BAK_INT_CHANGE_20250629 HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_POSITION_ASSIGNMENT_BAK_INT_CHANGE_20250629 Total,,HR,,CR_FCT_POSITION_ASSIGNMENT_BAK_INT_CHANGE_20250629 Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
employee.position,Workday,CR_FCT_POSITION_ASSIGNMENT_CURRENT,ID,HR,,CR_FCT_POSITION_ASSIGNMENT_CURRENT HRDH datahub: bigint,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_POSITION_ASSIGNMENT_CURRENT Total,,HR,,CR_FCT_POSITION_ASSIGNMENT_CURRENT Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
employee.position,Workday,CR_FCT_POSITION_ASSIGNMENT_CURRENT_HRDX,ID,HR,,CR_FCT_POSITION_ASSIGNMENT_CURRENT_HRDX HRDH datahub: bigint,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_POSITION_ASSIGNMENT_CURRENT_HRDX Total,,HR,,CR_FCT_POSITION_ASSIGNMENT_CURRENT_HRDX Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
employee.position,Workday,CR_FCT_POSITION_ASSIGNMENT_CURRENT_SNAPSHOT_HRDX,ID,HR,,CR_FCT_POSITION_ASSIGNMENT_CURRENT_SNAPSHOT_HRDX HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_POSITION_ASSIGNMENT_CURRENT_SNAPSHOT_HRDX Total,,HR,,CR_FCT_POSITION_ASSIGNMENT_CURRENT_SNAPSHOT_HRDX Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
employee.position,Workday,CR_FCT_POSITION_ASSIGNMENT_HRDX_CURRENT,ID,HR,,CR_FCT_POSITION_ASSIGNMENT_HRDX_CURRENT HRDH datahub: bigint,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_POSITION_ASSIGNMENT_HRDX_CURRENT Total,,HR,,CR_FCT_POSITION_ASSIGNMENT_HRDX_CURRENT Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
employee.position,Workday,CR_FCT_POSITION_ASSIGNMENT_INCL_JOB_MGMT_CURRENT,ID,HR,,CR_FCT_POSITION_ASSIGNMENT_INCL_JOB_MGMT_CURRENT HRDH datahub: bigint,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
employee.position,Workday,CR_FCT_POSITION_ASSIGNMENT_INCL_JOB_MGMT_CURRENT Total,,HR,,CR_FCT_POSITION_ASSIGNMENT_INCL_JOB_MGMT_CURRENT Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
requisition.id,Workday,CR_FCT_REQUISITION,ID,HR,,CR_FCT_REQUISITION HRDH datahub: int,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_REQUISITION Total,,HR,,CR_FCT_REQUISITION Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_SUCCESSION,ID,HR,,CR_FCT_SUCCESSION HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_SUCCESSION Total,,HR,,CR_FCT_SUCCESSION Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
employee.id,Workday,CR_FCT_TALENT_CONFIRMATION,ID_EMPLOYEE,HR,,CR_FCT_TALENT_CONFIRMATION HRDH datahub: int,source=wd_datahub_materialized; confidence=high; Materialized from direct_alias_match; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_TALENT_CONFIRMATION Total,,HR,,CR_FCT_TALENT_CONFIRMATION Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_TO,ID,HR,,CR_FCT_TO HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_TO Total,,HR,,CR_FCT_TO Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_TO_BALANCE,ID,HR,,CR_FCT_TO_BALANCE HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_TO_BALANCE Total,,HR,,CR_FCT_TO_BALANCE Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_TO_BALANCE_PROCESSING,ID,HR,,CR_FCT_TO_BALANCE_PROCESSING HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_TO_BALANCE_PROCESSING Total,,HR,,CR_FCT_TO_BALANCE_PROCESSING Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_FCT_TO_PROCESSING,ID,HR,,CR_FCT_TO_PROCESSING HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_FCT_TO_PROCESSING Total,,HR,,CR_FCT_TO_PROCESSING Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_MDI_PERFORMANCE_TEMPLATE,ID,HR,,CR_MDI_PERFORMANCE_TEMPLATE HRDH datahub: int,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_MDI_PERFORMANCE_TEMPLATE Total,,HR,,CR_MDI_PERFORMANCE_TEMPLATE Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
primary key,Workday,CR_Preformance_Template_Hierarchy,ID,HR,,CR_Preformance_Template_Hierarchy HRDH datahub: nvarchar,source=wd_datahub_materialized; confidence=medium; Materialized from knowledge_only; Workday HRDH datahub.
invoice.amount,Workday,CR_Preformance_Template_Hierarchy Total,,HR,,CR_Preformance_Template_Hierarchy Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
invoice.amount,Workday,Grand Total,,HR,,Grand Total HRDH datahub: ,source=wd_datahub_materialized; confidence=low; Materialized from weak_canonical_candidate; Workday HRDH datahub.
opportunity.probability,SAP,MARA,LAENG,opportunity,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",Length,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=MM
opportunity.probability,SAP,MARM,LAENG,opportunity,Units of Measure for Material Alternative units of measure and conversions. MM Materials Mgmt,Length,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=MM
opportunity.probability,SAP,VEKP,LAENG,opportunity,,Length,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=UNKNOWN
purchasing_info_record.id,SAP,EBAN,INFNR,purchasing_info_record,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Number of purchasing info record,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
