sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_canonical_matches,top_knowledge_concept_id,top_knowledge_strength,top_knowledge_matches,classification_bucket,review_recommendation
MM,MARA,MSTAV,Cross-distribution-chain material status,MSTAV,VMSTA,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,product.lifecycle_status,0.60,product.lifecycle_status:0.60,,,,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
MM,MARA,MSTDE,Date from which the cross-plant material status is valid,MSTDE,DATUM,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,account.status,0.60,account.status:0.60 | product.lifecycle_status:0.60 | quote.valid_from_date:0.60,account.status,0.55,account.status:0.55 | address valid from:0.55 | leave from:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
MM,MARA,MSTDV,Date from which the X-distr.-chain material status is valid,MSTDV,DATUM,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,account.status,0.60,account.status:0.60 | product.lifecycle_status:0.60 | quote.valid_from_date:0.60,account.status,0.55,account.status:0.55 | address valid from:0.55 | leave from:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
MM,MARA,TAKLV,Tax classification of the material,TAKLV,TAXKM,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,RBNRM,Catalog Profile,RBNR,RBNR,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,MHDRZ,Minimum Remaining Shelf Life,MHDRZ,DEC4,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,requisition.line_item_number,1.00,requisition.line_item_number:1.00,requisition.line_item_number,1.00,requisition.line_item_number:1.00 | shelf life:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
MM,MARA,MHDHB,Total shelf life,MHDHB,DEC4,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,invoice.amount,0.60,invoice.amount:0.60,shelf life,1.00,shelf life:1.00 | gross amount:0.55 | invoice amount:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
MM,MARA,MHDLP,Storage percentage,MHDLP,DEC3,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,INHME,Content unit,INHME,MEINS,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,INHAL,Net contents,INHAL,MENG13,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,VPREH,Comparison price unit,VPREH,PACK3,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,invoice.amount,0.60,invoice.amount:0.60 | price.unit:0.60 | price_unit_quantity:0.60,gross amount,0.55,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
MM,MARA,ETIAG,IS-R Labeling: material grouping (deactivated in 4.0),ETIAG,ETIAG,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,INHBR,Gross contents,INHBR,MENG13,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,CMETH,Quantity Conversion Method,OIB_CMETH,OIB_CMETH,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,CUOBF,Internal object number,CUOBM,CUOBJ,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,KZUMW,Environmentally Relevant,KZUMW,XFELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,picking.quantity,1.00,picking.quantity:1.00,picking.quantity,1.00,picking.quantity:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
MM,MARA,KOSCH,Product allocation determination procedure,KOSCH,KOSCH,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,SPROF,Pricing profile for variants,SPROF,SPROF,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,NRFHG,Material qualifies for discount in kind,NRFHG,NRFHG,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,MFRPN,Manufacturer Part Number,MFRPN,CHAR40,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",material.manufacturer_part_number,material.manufacturer_part_number,material.manufacturer_part_number,1.00,material.manufacturer_part_number:1.00 | manufacturer.id:0.60 | material.number:0.60,material.manufacturer_part_number,1.00,material.manufacturer_part_number:1.00 | manufacturer part number:0.90,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
MM,MARA,MFRNR,Number of a Manufacturer,MFRNR,LIFNR,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",manufacturer.id,,manufacturer.id,1.00,manufacturer.id:1.00,asset.manufacturer_name,1.00,asset.manufacturer_name:1.00 | manufacturer.id:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
MM,MARA,BMATN,Number of firm's own (internal) inventory-managed material,MPMAT,MATNR,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,material.number,0.60,material.number:0.60 | material.erp_material_number:0.50 | material.id:0.50,material number,0.55,material number:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
MM,MARA,MPROF,Mfr part profile,MPROF,MPROF,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,requisition.line_item_number,1.00,requisition.line_item_number:1.00,requisition.line_item_number,1.00,requisition.line_item_number:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
MM,MARA,KZWSM,Units of measure usage,KZWSO,KZWSO,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,SAITY,Rollout in a Season,SAITY,SAITY,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,PROFL,Dangerous Goods Indicator Profile,ADGE_PROFL,ADGD_PROFL,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,picking.quantity,1.00,picking.quantity:1.00,picking.quantity,1.00,picking.quantity:1.00 | hazardous material:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
MM,MARA,IHIVI,Indicator: Highly Viscous,ADGE_IHIVI,X,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,ILOOS,Indicator: In Bulk/Liquid,ADGE_ILOOS,X,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,SERLV,Level of Explicitness for Serial Number,SERLV,SERLV,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,asset.serial_number,0.60,asset.serial_number:0.60,serial number,0.55,serial number:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
MM,MARA,KZGVH,Packaging Material is Closed Packaging,KZGVH,XFELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,XGCHP,Approved Batch Record Required,XGCHP,XFELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,KZEFF,Assign effectivity parameter values/ override change numbers,CC_MTEFF,XFELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,COMPL,Material completion level,CSCP_COMP_LVL,CSCP_COMP_LVL,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,IPRKZ,Period Indicator for Shelf Life Expiration Date,DATTP,DATTP,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,employee.national_id,0.60,employee.national_id:0.60 | inventory_lot.expiration_date:0.60 | account.owner_employee_id:0.50,employee.national_id,0.55,employee.national_id:0.55 | expiry date:0.55 | shelf life:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
