sap_module,sap_table,sap_field,sap_description,classification_bucket,description_canonical_concept_id,top_canonical_concept_id,top_canonical_matches,top_knowledge_matches,review_reason
PP,STKO,GUIDX,Global identification of a BOM header change status,unmapped,,,,,unmapped
PP,STKO,VALID_TO,Valid-to date,knowledge_only,,,,address valid to:1.00 | leave to:0.55 | period to:0.55,knowledge_only
PP,STKO,ECN_TO,Change Number To,unmapped,,,,,unmapped
PP,STKO,BOM_VERSN,BOM Version,unmapped,,,,,unmapped
PP,STKO,VERSNST,BOM Version Status,unmapped,,,,,unmapped
PP,STKO,VERSNLASTIND,Indicator: Latest Released BOM Version,unmapped,,,,,unmapped
PP,STKO,LASTCHANGEDATETIME,UTC Time Stamp in Long Form (YYYYMMDDhhmmssmmmuuun),unmapped,,,,,unmapped
PP,STKO,BOM_AIN_IND,Relevant for BOM to AIN Handover,unmapped,,,,,unmapped
PP,STKO,BOM_PREV_VERSN,Predecessor Version of BOM,unmapped,,,,,unmapped
PP,STKO,DUMMY_STKO_INCL_EEW_PS,Data Element for Extensibility of Maintain BOM Header,unmapped,,,,,unmapped
PP,STPO,MANDT,Client,strong_canonical_candidate,,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate
PP,STPO,STLTY,BOM category,unmapped,,,,,unmapped
PP,STPO,STLKN,BOM item node number,weak_canonical_candidate,,bom.id,bom.id:0.60 | material.number:0.60,bom number:0.55,weak_canonical_candidate
PP,STPO,STPOZ,Internal counter,unmapped,,,,,unmapped
PP,STPO,TECHV,Technical status from,unmapped,,,,,unmapped
PP,STPO,AENNR,Change Number,unmapped,,,,,unmapped
PP,STPO,LKENZ,Deletion Indicator,unmapped,,,,,unmapped
PP,STPO,VGKNT,Predecessor Node,unmapped,,,,,unmapped
PP,STPO,VGPZL,Previous item counter,unmapped,,,,,unmapped
PP,STPO,ANDAT,Date Record Created On,weak_canonical_candidate,,document.created_date,document.created_date:0.60,created date:0.55,weak_canonical_candidate
PP,STPO,ANNAM,User who created record,weak_canonical_candidate,,audit.created_by,audit.created_by:0.50,created by:0.55,weak_canonical_candidate
PP,STPO,PSWRK,Issuing Plant,unmapped,,,,,unmapped
PP,STPO,POSTP,Item category (bill of material),weak_canonical_candidate,,product.category,product.category:0.60,,weak_canonical_candidate
PP,STPO,SORTF,Sort String,unmapped,,,,,unmapped
PP,STPO,FMENG,Fixed Quantity,unmapped,,,,,unmapped
PP,STPO,AUSCH,Component Scrap in Percent,knowledge_only,,,,bom scrap percentage:1.00,knowledge_only
PP,STPO,AVOAU,Operation Scrap,unmapped,,,,,unmapped
PP,STPO,NETAU,Net Scrap Indicator,unmapped,,,,,unmapped
PP,STPO,SCHGT,Indicator: bulk material,unmapped,,,,,unmapped
PP,STPO,BEIKZ,Material Provision Indicator,unmapped,,,,,unmapped
PP,STPO,ERSKZ,Indicator: Spare Part,unmapped,,,,,unmapped
PP,STPO,RVREL,Indicator: item relevant to sales,unmapped,,,,,unmapped
PP,STPO,SANFE,Indicator: item relevant to production,unmapped,,,,,unmapped
PP,STPO,SANIN,Indicator: item relevant to plant maintenance,unmapped,,,,,unmapped
PP,STPO,SANKA,Indicator for relevancy to costing,unmapped,,,,,unmapped
PP,STPO,SANKO,Indicator: item relevant to engineering,unmapped,,,,,unmapped
PP,STPO,SANVS,Indicator: high-level configuration,unmapped,,,,,unmapped
PP,STPO,STKKZ,PM assembly indicator,unmapped,,,,,unmapped
PP,STPO,REKRI,Indicator: BOM is recursive,unmapped,,,,,unmapped
PP,STPO,REKRS,Indicator: recursiveness allowed,unmapped,,,,,unmapped
PP,STPO,CADPO,CAD Indicator,unmapped,,,,,unmapped
PP,STPO,NFMAT,Follow-up material in BOM item - NOT IN USE,unmapped,,,,,unmapped
PP,STPO,NLFZT,Lead-time offset,knowledge_only,,,,lead time:0.55,knowledge_only
PP,STPO,VERTI,Distribution key for component consumption,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
PP,STPO,ALPOS,Indicator: alternative item,unmapped,,,,,unmapped
PP,STPO,EWAHR,Usage Probability in % (Alternative Item),unmapped,,,,,unmapped
PP,STPO,LIFZT,Delivery time in days,unmapped,,,,,unmapped
PP,STPO,PREIS,Price,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
PP,STPO,SAKTO,Cost element,unmapped,,,,,unmapped
PP,STPO,ROANZ,Required Number of Variable-Size Items,unmapped,,,,,unmapped
PP,STPO,ROMS1,Size 1,unmapped,,,,,unmapped
PP,STPO,ROMS2,Size 2,unmapped,,,,,unmapped
PP,STPO,ROMS3,Size 3,unmapped,,,,,unmapped
PP,STPO,ROMEI,Unit of measure for sizes 1 to 3,weak_canonical_candidate,,material.base_uom_code,material.base_uom_code:0.60 | uom.code:0.60,unit of measure:0.55,weak_canonical_candidate
PP,STPO,ROMEN,Variable-Size Item Quantity per Piece (PC),weak_canonical_candidate,,bom.quantity,bom.quantity:0.50 | goods_receipt.quantity:0.50,bom component quantity:0.55,weak_canonical_candidate
PP,STPO,RFORM,Formula Key for Variable-Size Items,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
PP,STPO,UPSKZ,Indicator: sub-items exist,unmapped,,,,,unmapped
PP,STPO,VALKZ,Indicator: item in more than one alternative,unmapped,,,,,unmapped
PP,STPO,LTXSP,"Long Text Language, for Creation of a Change Document",unmapped,,,,,unmapped
PP,STPO,POTX1,BOM Item Text (Line 1),unmapped,,,,,unmapped
PP,STPO,POTX2,BOM Item Text (Line 2),unmapped,,,,,unmapped
PP,STPO,OBJTY,Object type (BOM item),weak_canonical_candidate,,material.type_code,material.type_code:0.50,material type:0.55,weak_canonical_candidate
PP,STPO,WEBAZ,Goods receipt processing time in days,weak_canonical_candidate,,route.id,route.id:0.50,goods receipt:0.55 | run time:0.55,weak_canonical_candidate
PP,STPO,DOKNR,Document number,description_alias_match,account.owner_employee_id,account.owner_employee_id,account.owner_employee_id:0.90 | account.industry:0.70 | accounting.document_number:0.70,account.owner_employee_id:0.90 | document number:0.90,competing_top_canonical_candidate_present
PP,STPO,DOKVR,Document Version,strong_canonical_candidate,,version.number,version.number:0.80,document version:1.00,strong_canonical_candidate
PP,STPO,DOKTL,Document Part,unmapped,,,,,unmapped
PP,STPO,CSSTR,Average material purity in %,unmapped,,,,,unmapped
PP,STPO,CLASS,Class number,unmapped,,,,,unmapped
PP,STPO,KLART,Class Type,unmapped,,,,,unmapped
PP,STPO,POTPR,Resulting item category,weak_canonical_candidate,,product.category,product.category:0.60,,weak_canonical_candidate
PP,STPO,AWAKZ,Selection indicator for configurable BOMs,unmapped,,,,,unmapped
PP,STPO,INSKZ,Instance indicator,unmapped,,,,,unmapped
PP,STPO,VCEKZ,Indicator: not displayed in configuration editor,unmapped,,,,,unmapped
PP,STPO,VSTKZ,Indicator: not displayed in single-level configuration,unmapped,,,,,unmapped
PP,STPO,VACKZ,Indicator: not displayed in automatic configuration,unmapped,,,,,unmapped
PP,STPO,CLOBK,Required Component,unmapped,,,,,unmapped
PP,STPO,CLMUL,Multiple Selection Allowed,unmapped,,,,,unmapped
PP,STPO,CLALT,Alternative Display Format,unmapped,,,,,unmapped
PP,STPO,CVIEW,Organizational Area,unmapped,,,,,unmapped
PP,STPO,KNOBJ,Number of Object with Assigned Dependencies,unmapped,,,,,unmapped
PP,STPO,KZKUP,Indicator: co-product,unmapped,,,,,unmapped
PP,STPO,INTRM,Intra Material,unmapped,,,,,unmapped
PP,STPO,TPEKZ,Indicator: restrictions exist,unmapped,,,,,unmapped
PP,STPO,STVKN,Inherited node number of BOM item,weak_canonical_candidate,,bom.id,bom.id:0.60 | material.number:0.60,bom number:0.55,weak_canonical_candidate
PP,STPO,DVDAT,Date of last date shift,unmapped,,,,,unmapped
PP,STPO,DVNAM,Name of the user who carried out the date shift,weak_canonical_candidate,,account.name,account.name:0.60 | customer.name:0.60 | absence.start_date:0.50,account.name:0.55 | customer name:0.55 | username:0.55,weak_canonical_candidate
PP,STPO,DSPST,Explosion type,unmapped,,,,,unmapped
PP,STPO,ALPST,Alternative item: strategy,unmapped,,,,,unmapped
PP,STPO,ALPRF,Alternative item: ranking order,unmapped,,,,,unmapped
PP,STPO,ALPGR,Alternative item: group,unmapped,,,,,unmapped
PP,STPO,KZNFP,Indicator: Follow-Up Item,unmapped,,,,,unmapped
PP,STPO,NFGRP,Follow-up group,unmapped,,,,,unmapped
PP,STPO,NFEAG,Discontinuation group,unmapped,,,,,unmapped
PP,STPO,KNDVB,Indicator: manual change to sales order BOM,weak_canonical_candidate,,sales_order.id,sales_order.id:0.60,,weak_canonical_candidate
PP,STPO,KNDBZ,Indicator: BOM item changed/selected via obj. dependencies,unmapped,,,,,unmapped
PP,STPO,KSTTY,BOM category of original sales order BOM item,weak_canonical_candidate,,product.category,product.category:0.60 | sales_order.id:0.60,,weak_canonical_candidate
PP,STPO,KSTNR,Bill of material for original sales order BOM item,weak_canonical_candidate,,sales_order.id,sales_order.id:0.60,,weak_canonical_candidate
PP,STPO,KSTKN,Node number of original sales order BOM item,weak_canonical_candidate,,bom.id,bom.id:0.60 | material.number:0.60 | sales_order.id:0.60,bom number:0.55 | sales order number:0.55,weak_canonical_candidate
PP,STPO,KSTPZ,Counter for original sales order BOM item,weak_canonical_candidate,,sales_order.id,sales_order.id:0.60,,weak_canonical_candidate
PP,STPO,CLSZU,Classification number,unmapped,,,,,unmapped
PP,STPO,KZCLB,Indicator: classification as selection condition,unmapped,,,,,unmapped
PP,STPO,AEHLP,Date Shift Hierarchy Indicator,unmapped,,,,,unmapped
PP,STPO,PRVBE,Production Supply Area,unmapped,,,,,unmapped
PP,STPO,NLFZV,Lead-time offset for operation,knowledge_only,,,,lead time:0.55,knowledge_only
PP,STPO,NLFMV,Unit for lead-time offset for operation,knowledge_only,,,,lead time:0.55,knowledge_only
PP,STPO,IDPOS,Item group,unmapped,,,,,unmapped
PP,STPO,IDHIS,History counter,unmapped,,,,,unmapped
PP,STPO,IDVAR,Component Variant,unmapped,,,,,unmapped
PP,STPO,ALEKZ,ALE indicator,unmapped,,,,,unmapped
PP,STPO,ITMID,External identification of an item,unmapped,,,,,unmapped
PP,STPO,ITSOB,Special Procurement Type for BOM Item,weak_canonical_candidate,,make_or_buy.indicator,make_or_buy.indicator:0.60 | material.procurement_type:0.60 | material.type_code:0.50,material type:0.55 | procurement type:0.55,weak_canonical_candidate
PP,STPO,RFPNT,Reference point for BOM transfer,weak_canonical_candidate,,activity id,activity id:0.60 | bom.id:0.60 | company.id:0.60,activity id:0.55 | bom number:0.55 | company.id:0.55,weak_canonical_candidate
PP,STPO,GUIDX,Global identification of an item's change status,weak_canonical_candidate,,product.lifecycle_status,product.lifecycle_status:0.60,,weak_canonical_candidate
PP,STPO,SGT_CMKZ,Segmentation Maintained for BOM Components,unmapped,,,,,unmapped
PP,STPO,SGT_CATV,Segmentation Value,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
PP,STPO,VALID_TO,Valid-to date,knowledge_only,,,,address valid to:1.00 | leave to:0.55 | period to:0.55,knowledge_only
PP,STPO,VALID_TO_RKEY,Valid-to date,knowledge_only,,,,address valid to:0.70 | leave to:0.55 | period to:0.55,knowledge_only
PP,STPO,ECN_TO,Change Number To,unmapped,,,,,unmapped
PP,STPO,ECN_TO_RKEY,Change Number To,unmapped,,,,,unmapped
PP,STPO,ABLAD,Unloading Point,unmapped,,,,,unmapped
PP,STPO,WEMPF,Goods Recipient,unmapped,,,,,unmapped
PP,STPO,STVKN_VERSN,Inherited node number of BOM item,weak_canonical_candidate,,bom.id,bom.id:0.60 | material.number:0.60,bom number:0.55,weak_canonical_candidate
PP,STPO,LASTCHANGEDATETIME,UTC Time Stamp in Long Form (YYYYMMDDhhmmssmmmuuun),unmapped,,,,,unmapped
PP,STPO,PRELIMINARY_MATERIAL,Material Description,weak_canonical_candidate,,address.city,address.city:0.70,material description:0.90,weak_canonical_candidate
PP,STPO,SFWIND,Indicator: Software component,unmapped,,,,,unmapped
PP,STPO,DUMMY_STPO_INCL_EEW_PS,Data Element for Extensibility of Maintain BOM Item,unmapped,,,,,unmapped
PP,STPO,CUFACTOR,CU: Number of CU Instances,unmapped,,,,,unmapped
PP,STPO,/SAPMP/MET_LRCH,Length Calculation Method,unmapped,,,,,unmapped
PP,STPO,/SAPMP/MAX_FERTL,Maximum Production Length,unmapped,,,,,unmapped
PP,STPO,/SAPMP/FIX_AS_J,Fixed Scrap - Any Length,unmapped,,,,,unmapped
PP,STPO,/SAPMP/FIX_AS_E,Fixed Scrap - First Length,unmapped,,,,,unmapped
PP,STPO,/SAPMP/FIX_AS_L,Fixed Scrap - Last Length,unmapped,,,,,unmapped
PP,STPO,/SAPMP/ABL_ZAHL,Number of Run-In Lengths,unmapped,,,,,unmapped
PP,STPO,/SAPMP/RUND_FAKT,Rounding Value,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
PP,STPO,FSH_VMKZ,Deviation Values Maintained for Component at Variant Level,unmapped,,,,,unmapped
PP,STPO,FSH_PGQR,Quantity Distribution Profile,unmapped,,,,,unmapped
PP,STPO,FSH_PGQRRF,Reference to Quantity Distribution Profile,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
PP,STPO,FSH_CRITICAL_COMP,Critical Component Indicator,unmapped,,,,,unmapped
PP,STPO,FSH_CRITICAL_LEVEL,Crtical Level of a Component in BoM,weak_canonical_candidate,,bom.component,bom.component:0.60,bom component:0.55,weak_canonical_candidate
PP,STPO,FUNCID,Function Identifier,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
PP,STPO,SERVICEDURATION,Duration of Lean Service,unmapped,,,,,unmapped
PP,STPO,SERVICEDURATIONUNIT,Duration Unit for a Lean Service,unmapped,,,,,unmapped
PP,STPO,PRODUCTTYPE,Product Type Group,strong_canonical_candidate,,material.type_code,material.type_code:0.80 | product.category:0.60 | material.raw_material_group_id:0.50,material type:1.00 | material group:0.55,strong_canonical_candidate
PP,PLKO,MANDT,Client,strong_canonical_candidate,,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate
PP,PLKO,PLNTY,Task List Type,weak_canonical_candidate,,warehouse_task.type,warehouse_task.type:0.60,activity type:0.55,weak_canonical_candidate
PP,PLKO,PLNAL,Group Counter,unmapped,,,,,unmapped
PP,PLKO,ZAEHL,Internal counter,unmapped,,,,,unmapped
PP,PLKO,TECHV,Technical status from,unmapped,,,,,unmapped
PP,PLKO,AENNR,Change Number,unmapped,,,,,unmapped
PP,PLKO,PARKZ,Indicator: inactive changes,unmapped,,,,,unmapped
PP,PLKO,ANDAT,Date Record Created On,weak_canonical_candidate,,document.created_date,document.created_date:0.60,created date:0.55,weak_canonical_candidate
PP,PLKO,ANNAM,User who created record,weak_canonical_candidate,,audit.created_by,audit.created_by:0.50,created by:0.55,weak_canonical_candidate
PP,PLKO,VERWE,Task List Usage,unmapped,,,,,unmapped
PP,PLKO,STATU,Status,weak_canonical_candidate,,account.status,account.status:0.70 | lead.status:0.70 | manufacturing_order.status:0.70,account status:0.90 | document status:0.90 | lead status:0.90,weak_canonical_candidate
PP,PLKO,PLNME,Task List Unit of Measure,weak_canonical_candidate,,material.base_uom_code,material.base_uom_code:0.60 | uom.code:0.60,unit of measure:0.55,weak_canonical_candidate
PP,PLKO,LOSVN,Minimum Lot Size,unmapped,,,,,unmapped
PP,PLKO,LOSBS,Maximum Lot Size,unmapped,,,,,unmapped
PP,PLKO,VAGRP,Responsible Planner Group or Department,unmapped,,,,,unmapped
PP,PLKO,AESZN,Document change number (without document management system),weak_canonical_candidate,,account.owner_employee_id,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id:0.55 | document number:0.55,weak_canonical_candidate
PP,PLKO,KTEXT,Routing Description,strong_canonical_candidate,,cost_center.name,cost_center.name:0.80,cost center name:1.00,strong_canonical_candidate
PP,PLKO,TXTSP,Language Key,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | contact.id:0.60,activity id:0.55 | company.id:0.55 | contact.id:0.55,weak_canonical_candidate
PP,PLKO,ABDAT,Date of the Last Call,unmapped,,,,,unmapped
PP,PLKO,ABANZ,Number of Calls,unmapped,,,,,unmapped
PP,PLKO,PROFIDNETZ,Profile,unmapped,,,,,unmapped
PP,PLKO,KOKRS,Controlling Area,unmapped,,,,,unmapped
PP,PLKO,QVEWERKS,Plant of Selected Set for Automatic Usage Decision,unmapped,,,,,unmapped
PP,PLKO,QVEMENGE,Selected Set for Usage Decision,unmapped,,,,,unmapped
PP,PLKO,QVEVERSION,Code Version Used for an Automatic Usage Decision,weak_canonical_candidate,,quality_inspection.usage_decision_code,quality_inspection.usage_decision_code:0.60,,weak_canonical_candidate
PP,PLKO,QVEDATUM,System Date When Usage Decision Was Recorded,unmapped,,,,,unmapped
PP,PLKO,QVEGRUPPE,Code Group for Automatic Usage Decision,weak_canonical_candidate,,quality_inspection.usage_decision_code,quality_inspection.usage_decision_code:0.60,,weak_canonical_candidate
PP,PLKO,QVECODE,Code for Automatic Usage Decision,weak_canonical_candidate,,quality_inspection.usage_decision_code,quality_inspection.usage_decision_code:0.60,,weak_canonical_candidate
PP,PLKO,QDYNREGEL,Dynamic Modification Rule,unmapped,,,,,unmapped
